Permit_Number,Owner_Name,Operating_Name,Street,City,Prem_Zip,Prem_County,New_Permit_Flag
CA-W-24785,"MMT CRAFT, LLC",,3612 KURTZ ST,SAN DIEGO,92110,SAN DIEGO,0
CA-W-24786,NUNES WINE COMPANY LLC,Nunes Wine Company,4910 EDNA RD,SAN LUIS OBISPO,93401,SAN LUIS OBISPO COUNTY,0
CA-W-24787,FREDDY LOPEZ,Lopez Family Vineyards,18850 HASSETT LN BLDG B,GEYSERVILLE,95441,SONOMA,0
CA-W-24788,HIVEWORKS MEAD COMPANY INC,Hiveworks Mead Company,5701 STATE FARM DR UNIT 3,ROHNERT PARK,94928,SONOMA,0
CA-W-24789,JOHN M. GOODEN AND DENISE M. GOODEN,MONTAGE VINEYARDS,25327 AVENUE STANFORD STE 105,SANTA CLARITA,91356,LOS ANGELES,0
CA-W-24790,"FOLEY FAMILY WINES, INC.",THE SILVERADO VINEYARDS,6121 SILVERADO TRL,NAPA,94558,NAPA,0
CA-W-24791,"HOMAGE BREWING, INC.",Homage Brewing INC.,281 S THOMAS ST STE 101,POMONA,91766,LOS ANGELES,0
CA-W-24792,PERFUSION VINEYARD LLC,Perfusion Vineyard,495 BARNEVELD AVE,SAN FRANCISCO,94124,SAN FRANCISCO,0
CA-W-24793,HYDEOUT SONOMA LLC,Hydeout Sonoma,20680 HYDE RD,SONOMA,95479,SONOMA,0
CA-W-24794,MOOSE MOUNTAIN VINEYARDS LLC,Moose Mountain Vineyards LLC,3210 PASEO VISTA AVE,SAN MARTIN,95046,SANTA CLARA,0
CA-W-24795,"VEGA VINEYARD AND FARM, LLC",VEGA VINEYARD AND FARM,3555 ROBLAR AVE,SANTA YNEZ,93460,SANTA BARBARA,0
CA-W-24797,"CROSSBROOK VINEYARDS & WINERY, LLC",Crossbrook Vineyards & Winery,700 CROSSBROOK DR,MORAGA,94556,CONTRA COSTA,0
CA-W-24799,YAR LLC,,4375 ATLAS PEAK RD,NAPA,94558,NAPA,0
CA-W-24800,CMZ HOLDINGS LLC,CMZ  HOLDINGS,1160 HOPPER AVE,SANTA ROSA,95403,SONOMA,0
CA-W-24801,MPL BRANDS NV INC.,,2455 HUNTINGTON DR,FAIRFIELD,94533,,0
CA-W-24802,MISCREANT LLC,Miscreant Wines,1401 MARINA WAY S UNIT 280,RICHMOND,94804,CONTRA COSTA,0
CA-W-24803,HOVIK WINES LLC,,1401 MARINA WAY S STE 280,RICHMOND,94804,,0
CA-W-24804,UNDER THE TABLE WINES LLC,,1401 MARINA WAY S STE 280,RICHMOND,94804,,0
CA-W-24805,JENAVI LLC,Jenavi,770 CAPITOLIO WAY,SAN LUIS OBISPO,93401,SAN LUIS OBISPO,0
CA-W-24807,M. DRAXTON LLC,Draxton Wines,1431 GROVE ST STE A&B,HEALDSBURG,94558,SONOMA,0
CA-W-24809,M. DRAXTON LLC,Draxton Wines,2350 MCNAB RANCH RD,UKIAH,95482,MENDOCINO,0
CA-W-24810,JOHN MATTHEW GUMINA,,362 SYCAMORE RD RD,PLEASANTON,94566,,0
CA-W-24811,"GRDN HOSPITALITY, LLC",THREE WEAVERS BREWING COMPANY,1031 W MANCHESTER BLVD UNIT A-E,INGLEWOOD,90301,LOS ANGELES,0
CA-W-24812,"ALLUVIAL WINES, INC.",Alluvial Wines,995 9TH ST BLDG 201,SAN FRANCISCO,94130,SAN FRANCISCO,0
CA-W-24813,"WINESHINE, INC.",Wineshine,3055 BLUE ROCK RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24814,"CONSTELLATION BRANDS U.S. OPERATIONS, INC.",Robert Mondavi Winery,930 THIRD ST,NAPA,94559,NAPA,0
CA-W-24815,ROBERT GREEN VINEYARDS,,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,95448,SONOMA,0
CA-W-24816,NFINITY GROUP LLC,,476 LINDBERGH AVE,LIVERMORE,94551,ALAMEDA,0
CA-W-24817,FOUR E WINEGROWERS LLC,Antelope Valley Winery,42041 20TH ST W,LANCASTER,93534,LOS ANGELES,0
CA-W-24819,STONEWALL BEVERAGE LLC,,902 ENTERPRISE WAY STE P,NAPA,94558,NAPA,0
CA-W-24820,"RUINS WINE CO, LLC",,1430 GROVE ST,HEALDSBURG,95448,SONOMA,0
CA-W-24821,"NEJA-PIERCE, LLC",CAIRJN WINE CELLARS,2323 TULEY RD UNIT 120,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24822,VINE AND WINE CONNECT LLC,Shot Caller Wine Company,880 VALLEJO ST,NAPA,94559,NAPA,0
CA-W-24823,E. & J. GALLO WINERY,Denner Vineyards,5414 VINEYARD DR,PASO ROBLES,93446,,0
CA-W-24824,CB VINEYARDS LLC,CB Vineyards,4750 ALLENE WAY STE A,SAN LUIS OBISPO,93401,SAN LUIS OBISPO COUNTY,0
CA-W-24825,"MICHEL VINEYARDS, LP",Michel-Schlumberger Wine Estate,4155 WINE CREEK RD,HEALDSBURG,95448,SONOMA,0
CA-W-24826,ROYAL WE LLC,CATERWAUL WINES,144 GATEWAY RD E,NAPA,94558,,0
CA-W-24827,HEITZ CELLAR LLC,Heitz Cellar,500 TAPLIN RD,ST. HELENA,94574,NAPA,0
CA-W-24828,"SANS WINE CO., LLC",Sans Wine Co.,2127 EVA ST,NAPA,94559,NAPA,0
CA-W-24829,INK GRADE ESTATE VINEYARD LLC,Ink Grade Estate,2921 SILVERADO TRL,NAPA,94558,NAPA,0
CA-W-24830,B4 IMBIBE INC,The Shepard Collection,2540 DRY CREEK RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24831,"QUINTESSENTIAL, LLC",Quintessential,6705 CRISTO LN,SANTA ROSA,95409,SONOMA,0
CA-W-24832,CAVACO LLC,,20800 FONTAINE RD,TOPANGA,90290,LOS ANGELES,0
CA-W-24834,PRESSMAN WINES LLC.,atost,5142 COMMERCE AVE UNIT A,MOORPARK,93021,VENTURA,0
CA-W-24835,"MMT CRAFT, LLC",,3725 GREENWOOD ST,SAN DIEGO,92110,SAN DIEGO,0
CA-W-24836,L'AZIENDA D'AGOSTINI,L'Azienda D'Agostini,12557 STEINER RD,PLYMOUTH,95669,AMADOR,0
CA-W-24837,"OCTOVIN, LLC",,270 KREUZER LN,NAPA,94559,NAPA,0
CA-W-24838,CREATING AND MENTORING BEAUTY LLC,,20 MILL ST,HEALDSBURG,95448,SONOMA,0
CA-W-24839,BREWMEISTER BEER INC.,Red Bus Brewing Company,802 READING ST A,FOLSOM,95630,,0
CA-W-2484,"CENTURY TUBES, INC.",,4200 HIGHWAY 78,JULIAN,92036,SAN DIEGO,0
CA-W-24840,VOUX WINES LLC,,36149 MEADOW RIDGE RD,TEMECULA,92592,RIVERSIDE,0
CA-W-24841,PIRATE WINEMAKING SERVICES LLC,,3210 MAIN ST UNIT C,VALLECITO,95251,CALAVERAS,0
CA-W-24842,FH WINES LLC,FAVIA WINES,2031 COOMBSVILLE RD,NAPA,94558,,0
CA-W-24843,FH WINES LLC,FAVIA WINES,1601 SILVERADO TRL,RUTHERFORD,94573,,0
CA-W-24844,TOM LU PROPERTIES,Milano Winery & Tasting Room,14594 S 101 HWY,HOPLAND,95449,MENDOCINO,0
CA-W-24845,"AFTERWORDS WINES, LLC",Afterwords Wines,"190 CAMINO ORUGA STE 5, 9, 12",NAPA,94558,NAPA,0
CA-W-24846,THE DOOKIE BROTHERS LLC,Norse Legend Mead,1181 EVERGREEN RD UNIT 9,REDWAY,95560,HUMBOLDT,0
CA-W-24847,"FARM DAY FAMILY WINERY, LLC",Farm Day Wines,18157 WAGNER RD,LOS GATOS,95032,SANTA CLARA,0
CA-W-24848,TUSCAN HOUSE VINEYARDS LLC,,6500 BREM LN,GILROY,95020,SANTA CLARA,0
CA-W-24849,M BAR W VINEYARD LLC,M Bar W Vineyard,18052 HIGHLAND VALLEY RD,RAMONA,92065,SAN DIEGO,0
CA-W-24850,"BLACK OAK RIDGE RANCH, LLC",Black Oak Ridge Ranch,10295 WESTSIDE RD,HEALDSBURG,95448,SONOMA,0
CA-W-24851,MONTE RIO PARTNERS LLC,Monte Rio Cellars,21481 8TH STREET ST E STE 30,SONOMA,95476,SONOMA,0
CA-W-24852,BORDES WINES LLC,Bordes Wines,10200 SONOMA HWY,KENWOOD,95452,,0
CA-W-24853,"TANNURA FAMILY WINES, LLC",Tannura Family Wines,21481 E 8TH ST STE 1,SONOMA,95476,SONOMA,0
CA-W-24854,BREWYARD BEER COMPANY LLC,,906 WESTERN AVE,GLENDALE,91201,LA,0
CA-W-24855,"ALISA IRENE BLENDS, LLC",Wines by Alisa Jacobson,3555-B ROBLAR AVE,SANTA YNEZ,93460,SANTA BARBARA,0
CA-W-24856,WILD WEST MEAD COMPANY LLC,,2332 LA MIRADA DR STE 700,VISTA,92081,SAN DIEGO,0
CA-W-24857,"ROUND POND ESTATE, LLC",Round Pond Wines,3730 SILVERADO TRL N,SAINT HELENA,94574,,0
CA-W-24858,BALLARD CANYON PEAK LLC,Latigo Ridge,5069 PRESQU'ILE DR,SANTA MARIA,93455,SANTA BARBARA COUNTY,0
CA-W-24859,BALTIC PORTER WORKS LLC,,520 AIRPARK RD,NAPA,94558,NAPA,0
CA-W-24860,CIDER WORKS LLC,,520 AIRPARK RD,NAPA,94558,NAPA,0
CA-W-24861,MALONEY VINEYARDS LLC,Maloney Vineyards,1850 TEMPLETON RD,TEMPLETON,93465,SAN LUIS OBISPO,0
CA-W-24862,CALIVENCE LLC,Calivence,1500 E CHESTNUT CT UNIT F & G,LOMPOC,93436,SANTA BARBARA COUNTY,0
CA-W-24863,"NAUMANN SYKES WINE CELLARS, LLC",Newfound Wines,21684 E 8TH ST STE 300,SONOMA,95476,,0
CA-W-24864,BESTSOCALWINE LLC,Flatley Wines,335 WEST LN,ANGWIN,94515,NAPA,0
CA-W-24865,SUNCRU WINES LLC,,918 ENTERPRISE WAY STE G & I,NAPA,94558,NAPA,0
CA-W-24866,"MORGAN WINERY, INC.",MORGAN WINERY,38060 PARAISO SPRINGS RD STE A,SOLEDAD,93960,MONTEREY,0
CA-W-24867,UNION SACRÉ WINERY,UNION SACRÉ WINERY,460 MARQUITA AVE UNIT A&B,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24868,JENNIFER JULIE REICHARDT,raft wines,"18850 HASSETT LN BLDG 1, 29-34",GEYSERVILLE,95441,,0
CA-W-24869,EAST VILLAGE BREWING COMPANY LLC,East Village Brewing Company,201 PARK BLVD STE 101,SAN DIEGO,92101,,0
CA-W-2487,"PERRY VINEYARDS, INC.",,1187 GREEN VALLEY RD,NAPA,94558,NAPA,0
CA-W-24870,SUMMER SOMEWHERE WINES LLC,Summer Somewhere Wines,5701 PERKINS RD,OXNARD,93033,,0
CA-W-24871,RANDHAWA RANCH LLC,,23700 SERRENO RD,TEMECULA,92590,RIVERSIDE,0
CA-W-24872,36522 HOLDINGS LLC,Oak Mountain Winery,36522 VIA VERDE,TEMECULA,92592,RIVERSIDE,0
CA-W-24873,"OURS WINES, LLC",OURS WINES,2925 ANDERSON RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24874,MEXIN TEME AGRICULTURE DEVELOPMENT INC.,Mexin Barrel Cellars,38642 HIGHWAY 79,WARNER SPRINGS,92086,,0
CA-W-24876,WOODHAWK LLC,Woodhawk Vineyards,10295 WESTSIDE RD,HEALDSBURG,95448,SONOMA,0
CA-W-24877,"C&C WINE COMPANY, LLC",Typicite Wines,2654 NAPA VALLEY CORPORATE DR,NAPA,94558,,0
CA-W-24878,LATITUDE BEVERAGE COMPANY,90+ Cellars,499 MOORE LN,HEALDSBURG,95448,SONOMA,0
CA-W-24879,FENNACY WINE COMPANY LLC,REPUBLICAN RED,38060 PARAISO SPRINGS RD STE B,SOLEDAD,93960,MONTEREY,0
CA-W-2488,HENRY M. AND LINDA J. MCHENRY,MCHENRY VINEYARD,6821 BONNY DOON RD,SANTA CRUZ,95060,SANTA CRUZ,0
CA-W-24880,RAMACI WINES INC,Mora Estate,20 MILL ST,HEALDSBURG,95448,SONOMA,0
CA-W-24881,CEDAR HILL COLLECTIVE INC.,Cedar Hill Collective,20 MILL ST,HEALDSBURG,95448,SONOMA,0
CA-W-24882,IVY HOUSE WINES LLC,Ivy House Wines,2540 & 2550 DRY CREEK RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24883,ANGELO OWENS WINES LLC,,4105 CHILES POPE VALLEY RD,ST HELENA,94574,NAPA,0
CA-W-24885,"TUCKER FAMILY VINEYARDS, LLC",Tucker Family Vineyards,1721 PARTRICK RD,NAPA,94558,ALAMEDA,0
CA-W-24891,"ARH ENTERPRISES, LLC",,3730 SILVERADO TRL N,SAINT HELENA,94574,,0
CA-W-24892,"VV VINEYARDS, LLC",,17287 OAK HOLLOW RD,RAMONA,92065,SAN DIEGO,0
CA-W-24893,PHELAN HILLS WINERY LLC,,8151 SAGE ST,PHELAN,92371,SAN BERNARDINO,0
CA-W-24894,BELLEDOR VINEYARDS LLC,Belledor Vineyards,6705 CRISTO LN,SANTA ROSA,95409,SONOMA,0
CA-W-24895,OLEANDRI WINES LLC,Oleandri Wines,"45 ENTERPRISE CT UNIT 1-4, 7",NAPA,94558,NAPA,0
CA-W-24896,MICHAEL LEE WORKMAN,WEENER'S LEAP CELLARS,14918 THREE OAKS CT,SARATOGA,95070,SANTA CLARA,0
CA-W-24897,JUST ENOUGH WINES INC.,Just Enough Wines,6465 VON DOLLEN RD,SAN MIGUEL,93451,,0
CA-W-24898,TITANIUM WINERY LLC,AADLAND MOODY VINEYARDS,7830 40 ST HELENA HWY,OAKVILLE,94562,NAPA,0
CA-W-24899,DANNY MATHSON,Monarch Hill Vineyard,25905 KORNBLUM DR,ESCONDIDO,92026,SAN DIEGO,0
CA-W-24900,"COUNTRY ROADS WINE CELLARS, LLC",Country Roads Wine Cellars,7350 FAIRPLAY RD,SOMERSET,95684,EL DORADO,0
CA-W-24901,LUCAS SELLERS WINE INC,LUCAS SELLERS WINE,330 ZACHARY ST UNIT 107 & 108,MOORPARK,93021,VENTURA,0
CA-W-24902,LAST CALL GROUP LLC,Erosion,1234 MAIN ST STE A & B,SAINT HELENA,94574,NAPA,0
CA-W-24903,"SEMLER MALIBU ESTATE VINEYARDS, INC.",,4530 ADOHR LN STE B,CAMARILLO,93012,,0
CA-W-24904,"G & G, LLC",SOL DE PASO,4230 BUENA VISTA DR,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24905,RAISIN D'ETRE LLC,Raisin d'Etre,333 N D ST,LOMPOC,93436,,0
CA-W-24908,"SONOMA VINEYARD COMPANY, INC.",,9201 HWY 128,PHILO,95466,MENDOCINO,0
CA-W-24909,"BRETON WINE COMPANY, INC.",Vice Versa Wines,965 SILVERADO TRL,CALISTOGA,94515,NAPA,0
CA-W-24910,COLLINA DE BELLA WINERY LLC,Collina De Bella Winery,4245 MORSE LN,WINTERS,95694,SOLANO,0
CA-W-24912,WINEFORNIA LLC,,2275 SODA CANYON RD,NAPA,94558,NAPA,0
CA-W-24913,"FREEFORM VINES, LLC",Neotempo Wines,701 LOMMEL RD,CALISTOGA,94515,NAPA,0
CA-W-24914,THE GHOST OF AUTUMN WINE COMPANY LLC,The Ghost of Autumn Wine Co,4950 ROSS RD,SEBASTOPOL,95472,SONOMA,0
CA-W-24915,"AMASS BRANDS, INC.",Amass Brands Inc,860 AND 862 E STOWELL RD,SANTA MARIA,93454,,0
CA-W-24916,"DONLEY FAMILY WINES, LLC",Donley Estate,410 COLD SPRINGS RD,ANGWIN,94508,,0
CA-W-24917,DEODORA VINEYARDS & WINERY LLC,,1160 HOPPER AVE,SANTA ROSA,95403,SONOMA,0
CA-W-24918,NAPA DISTRIBUTION CENTER INC.,MaCo Vineyards,2332 SILVERADO TRL,NAPA,94558,NAPA,0
CA-W-24919,DVIN VINTNERS LLC,,23400 UPTON RD,PLYMOUTH,95669,AMADOR,0
CA-W-2492,D. BRIAN HESLIP,HESLIP FAMILY WINERY,2075 CENTER RD,NOVATO,94947,MARIN,0
CA-W-24920,"POCOCK BREWING COMPANY, LLC",,24907 AVENUE TIBBITTS STE A & B,SANTA CLARITA,91355,,0
CA-W-24921,"SVP WINERY, LLC",SVP Winery,111 CLARK RD,SHANDON,93461,SAN LUIS OBISPO,0
CA-W-24922,"YORKVILLE VENTURES & HOLDINGS, LLC",HALCON ESTATE,6780 MCKINLEY ST STE 170,SEBASTOPOL,95472,SONOMA,0
CA-W-24923,"TD VINEYARDS, LLC",TD Vineyards,633 KALTHOFF CMN,LIVERMORE,94550,ALAMEDA,0
CA-W-24924,HORSE THIEF VINEYARD LLC,,12575 WATSONVILLE RD,MORGAN HILL,95037,SANTA CLARA,0
CA-W-24925,"CHANEY FAMILY WINERY, INC.",,8175 FAIRPLAY RD,FAIRPLAY,95684,,0
CA-W-24926,BP WINES LLC,Alamar Wines,5940 UNION RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24927,KERESEY FAMILY VINEYARDS LLC,West of One,1200 AMERICAN WAY,WINDSOR,95492,SONOMA,0
CA-W-24928,POSTHARVEST CELLARS LLC,PostHarvest Cellars,3909 S BUTTE RD,YUBA CITY,95993,SUTTER,0
CA-W-24929,MARCELAIS MINE LLC,marcelais winery,4921 MARCELAIS RD,ELDORADO,95623,ELDORADO,0
CA-W-24930,MAISON THOMAS LLC,,2121 ALISOS RD,SANTA YNEZ,93460,SANTA BARBARA,0
CA-W-24931,"TRADEWINDS WINE COMPANY, LLC",Trestle 31,1251 TUBBS LN,CALISTOGA,94515,NAPA,0
CA-W-24932,BOWERS ENTERPRISES LLC,AJE Wines,311 E AVENUE K8 AVE UNIT 125 & 127,LANCASTER,91321,,0
CA-W-24933,LUCAS ACKERMAN,Longhouse Meadery,2330 MALL LOOP RD STE 108,LANCASTER,93536,,0
CA-W-24935,BAXTER RIDGE FARMS,Baxter Ridge Vineyards,330 ZACHARY ST UNIT 108,MOORPARK,93021,VENTURA,0
CA-W-24936,ACCURSO WINES LLC,Accurso Wines LLC,1500 LOS CARNEROS AVE,NAPA,94559,NAPA,0
CA-W-24937,REUNION WINE LLC,Reunion Wine,6701 FOXEN CANYON RD,LOS OLIVOS,93441,SANTA BARBARA,0
CA-W-24938,MR. JOULLIAN OP LLC,,20300 CACHAGUA RD,CARMEL VALLEY,93924,,0
CA-W-24939,"VINESHIFT, INC.",Sampl,21945 CARNEROS LAKE LN STE 1,SONOMA,95476,SONOMA COUNTY,0
CA-W-2494,"GARRE VINEYARD AND WINERY, INC.",GARRE VINEYARD AND WINERY,7986 TESLA RD,LIVERMORE,94550,ALAMEDA,0
CA-W-24941,EDWARDS VINEYARD & CELLARS LLC,Edwards Vineyard & Cellars,26502 HIGHWAY 78 HWY,RAMONA,92065,SAN DIEGO COUNTY,0
CA-W-24942,LOVELEE WINE LLC,,1033 HWY 49,SAN ANDREAS,95249,CALAVERAS,0
CA-W-24943,1870TWO LLC,Happy Accident,92 2ND ST UNIT C&D,BUELLTON,93427,SANTA BARBARA,0
CA-W-24944,"NO LOVE LOST, INC",NO LOVE LOST,100 NAPA JUNCTION RD,AMERICAN CANYON,94503,NAPA,0
CA-W-24945,"KLN VENTURES, LLC",Cote of Paint,55 LOS PADRES WAY UNIT 1,BUELLTON,93427,SANTA BARBARA,0
CA-W-24946,SUMMER DREAMS WINES LLC,summer dreams wines,1434 GROVE ST,HEALDSBURG,95448,SONOMA,0
CA-W-24947,ROBERT J MCHENRY,James Maclan,21481 8TH ST E STE 1,SONOMA,95476,SONOMA,0
CA-W-24948,"SANDDANCER, LLC",Night Lizard Brewing Company,607 STATE ST,SANTA BARBARA,93101,,0
CA-W-24949,"REBROOK CELLARS, LLC",,15 CHATEAU LN,NAPA,94558,,0
CA-W-24950,"TCA ACQUISITION, LLC",The Crane Assembly,965 SILVERADO TRL,CALISTOGA,94515,NAPA,0
CA-W-24951,HIATUS LIVING COMPANY LLC,The Lees Cellar,1972 HOBSON AVE,GREENFIELD,93927,,0
CA-W-24952,"HEAVENLY HONEY COMPANY OF OJAI, LLC",,416 BRYANT CIR UNIT L&M,OJAI,93023,VENTURA,0
CA-W-24953,ASPIRE ESTATE LLC,,2820 SAINT HELENA HWY N,SAINT HELENA,94574,,0
CA-W-24954,LOS PAISANOS INC.,,1387 MARINA WAY S STE 500,RICHMOND,94804,CONTRA COSTA,0
CA-W-24955,NICHOLAS KARAVIDAS,Wine Concepts and Design,8751 E HIGHWAY 12,VICTOR,95253,SAN JOAQUIN,0
CA-W-24956,"NAKAMURA CELLARS, LLC",NAKAMURA CELLARS,725 A GILMAN ST,BERKELEY,94710,ALAMEDA,0
CA-W-24957,"FORCHINI VINEYARDS, LLC",,5141 DRY CREEK RD,HEALDSBURG,95448,SONOMA,0
CA-W-24958,RETORNAZ LIBATIONS LLC,Onirique Cider,4950 ROSS ROAD RD,SEBASTOPOL,95472,SONOMA,0
CA-W-24959,"VINTAGES, VINES AND WINE, LLC",Clarice Wine Company,1200 AMERICAN WAY,WINDSOR,95492,,0
CA-W-24960,"SQUAREBODY WINES, LLC",SquareBody Wines,1200 AMERICAN WAY,WINDSOR,95492,,0
CA-W-24962,IDOLA WINES LLC,Idola Wine Co,3310 RAMADA DR STE A,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24963,EGO ONE LLC,Ru Vango Winery,1285 DEALY LN,NAPA,94559,NAPA,0
CA-W-24965,WORTH-BOUCHER WINE COMPANY LLC,Boucher Wines,6485 CALLE REAL STE E,GOLETA,93117,,0
CA-W-24966,CALIPASO WINERY LLC,CaliPaso Winery,2540 & 2550 DRY CREEK RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24967,"INVISIBLE FITNESS, INC",Invisible Fitness,2540 & 2550 DRY CREEK RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24968,ADRUNI VINEYARDS LLC,,24505 CHIANTI RD,CLOVERDALE,95425,,0
CA-W-24969,"HIDDEN WINERIES, INC.",Got Cheers,9301 W HIGHWAY 12,LODI,95242,SAN JOAQUIN,0
CA-W-2497,THE WINE GROUP LLC,FRANZIA WINERY,17000 E STATE HIGHWAY 120,RIPON,95366,SAN JOAQUIN,0
CA-W-24972,STRAUSS FAMILY WINES LLC,Kalm Cellars,"2064 HWY 116 N BLDG 5, STE 502",SEBASTOPOL,95472,SONOMA,0
CA-W-24973,CALIPASO WINERY LLC,CaliPaso Winery,3773 RUTH WAY STE A,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24974,"SECCOPATHS, LLC",PASOSECCO,2855 EL POMAR DR,TEMPLETON,93465,SAN LUIS OBISPO,0
CA-W-24975,KINGS CAREY LLC,KINGS CAREY,1210 MISSION DR STE 103,SOLVANG,93463,SANTA BARBARA,0
CA-W-24976,"AKA WINES, LLC",Scribe Winery,1690 CARNEROS MEADOWS LN,SONOMA,95476,SONOMA,0
CA-W-24978,"PEARLITO, LLC",In Due Time Wines,3050 LIMESTONE WAY,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-24979,"FORTUNATE SON WINES, LLC",fortunate son wines,865 SILVERADO TRL,CALISTOGA,94515,NAPA,0
CA-W-24980,ANZANI CIDER LLC,Anzani Cider,1861 JARVIS RD,SANTA CRUZ,95065,,0
CA-W-24981,"V12 VINEYARDS, LLC",,2001 SODA CANYON RD,NAPA,94558,NAPA,0
CA-W-24982,"JO TEN BEVERAGE, LLC",Jo Ten Beverage,144 GATEWAY RD E,NAPA,94558,NAPA,0
CA-W-24983,CRAV GROUP LLC,,2258 LAS AMIGAS RD,NAPA,94559,NAPA,0
CA-W-24984,SOUR CELLARS LLC,sour cellars winery,"9495 9TH ST STE B, C, D",RANCHO CUCAMONGA,91730,SAN BERNARDINO,0
CA-W-24985,THE UNFOUNDED COLLECTIVE LLC,Catch and Release Wines,1160 HOPPER AVE,SANTA ROSA,95403,,0
CA-W-24986,GREEN HILL WINE SERVICES LLC,Deauratus,6500 BREM LN,GILROY,95020,SANTA CLARA,0
CA-W-24987,GARNET CREEK WINERY LLC,,2280 GREENWOOD AVE,CALISTOGA,94515,NAPA,0
CA-W-24988,REMEADIES INTOXICATING POTIONS LLC,,46488 CREEKSIDE RD,YOKUTS VALLEY,93675,FRESNO,0
CA-W-24989,"BIEN VIE VINEYARDS, LLC",,3354 COFFEY LN STE A,SANTA ROSA,95403,,0
CA-W-24990,"SECOND LINE WINES, LLC",Second Line Wines,2332 SILVERADO TRL,NAPA,94558,NAPA,0
CA-W-24991,TOURELLE LLC,Outpost Wines,1200 AMERICAN WAY,WINDSOR,95492,SONOMA,0
CA-W-24992,ST AVALO INC,,5249 FOXEN CANYON RD,LOS OLIVOS,93441,SANTA BARBARA,0
CA-W-24993,"BRIGHTGEEKS, LLC",WOO GIRL! CELLARS,21 E ELM ST,LODI,95240,SAN JOAQUIN,0
CA-W-24994,KANE WINES LLC,,28000 GREENWOOD RD,ELK,95423,MENDOCINO,0
CA-W-24995,AMIZETTA VINEYARDS WINERY LLC,AMIZETTA VINEYARDS WINERY,2650 CORDELIA RD,FAIRFIELD,94534,,0
CA-W-24996,GRAHM ESTATE LLC,Popelouchum Estate,1367 DAYTON ST B,SALINAS,93901,,0
CA-W-24997,"COUP BRANDS, LLC",,45 ENTERPRISE CT UNIT 1-4 AND 7,NAPA,94558,NAPA,0
CA-W-24998,CASSIDY RANCH LLC,Cassidy Ranch,21301 CASSIDY RANCH RD,SONOMA,95476,,0
CA-W-24999,"ROCCA FAMILY VINEYARDS, INC.",ROCCA FAMILY VINEYARDS,1000 MAIN ST,SAINT HELENA,94574,NAPA,0
CA-W-25000,WINE RETRIEVER LLC,Scout & Cellar,501 PARDUCCI RD,UKIAH,95482,,0
CA-W-25001,WINE RETRIEVER LLC,,4001 HIGHWAY 128,GEYSERVILLE,95441,,0
CA-W-25002,BRASHLEY VINEYARDS LLC,,1160 HOPPER AVE,SANTA ROSA,95408,SONOMA,0
CA-W-25003,MAIN LINE WINE COMPANY,Main Line Wine Co,1 EXECUTIVE WAY BLDG 1 & 2,NAPA,94558,,0
CA-W-25004,"GUTHRIE FAMILY WINES, LLC",Guthrie Family Wines LLC,9825 12 HWY,KENWOOD,95452,SONOMA,0
CA-W-25005,"STAG'S LEAP WINE CELLARS, LLC",,8711 SILVERADO TRAIL,ST. HELENA,94574,,0
CA-W-25006,TENERAL CELLARS INC.,,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,94558,NAPA,0
CA-W-25007,PANSARE CELLARS LLC,,15010 RIDGE RD,SUTTER CREEK,95685,,0
CA-W-25008,NARAYAN URCIUOLI,Humboldt County Wine Project,411 REDMOND RD,EUREKA,95503,,0
CA-W-25009,DANCING LLC,Dancing,24505 CHIANTI RD,CLOVERDALE,95425,SONOMA,0
CA-W-25010,DESFORGES VINEYARDS LLC,Desforges Vineyards,24505 CHIANTI RD,CLOVERDALE,95425,SONOMA,0
CA-W-25011,MONTSE REECE WINES LLC,Montse Reece Wines,24505 CHIANTI RD,CLOVERDALE,95425,SONOMA,0
CA-W-25013,DNAW SPV CA VINEYARD LLC,Spring Mountain Vineyards,7554 SAINT HELENA HWY,NAPA,94558,NAPA,0
CA-W-25014,ELAINE WINES LLC,ELAINE WINES,3360 COFFEY LN STE E,SANTA ROSA,95403,SONOMA,0
CA-W-25015,"MIA BEA WINES, INC.",,1001 NELSON RANCH RD,UKIAH,95482,MENDOCINO,0
CA-W-25016,"REN ACQUISITION, INC.",Canopy,175 N PALM CANYON DR STE 150,PALM SPRINGS,92262,RIVERSIDE,0
CA-W-25017,O OLIVE OIL & VINEGAR LLC,,1997 S MCDOWELL BLVD STE D,PETALUMA,94954,SONOMA,0
